coord_id,w2v_sentence
1382226407346205590,상의_white_polyester_나시/민소매 티셔츠_남성_여름_sporty 하의_gray_polyester_숏팬츠_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1382219542951353767,아우터_black_polyester_베스트_남성_여름_sporty 아우터_blue_polyester_기타 점퍼/재킷_남성_여름_sporty 상의_white_polyester_나시/민소매 티셔츠_남성_여름_sporty 하의_blue_polyester_숏팬츠_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1382220470932153602,상의_black_polyester_반소매 티셔츠_남성_여름_sporty 하의_blue_polyester_숏팬츠_남성_여름_sporty 신발_white_polyester_스포츠화_남성_여름_sporty
1382219922466469827,상의_green_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_기타 바지_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty
1376723360135951461,상의_black_polyester_반소매 티셔츠_여성_여름_sporty 하의_pink_cotton_코튼 팬츠_여성_여름_sporty 신발_black_leather_샌들/슬리퍼_여성_여름_sporty
1374392567087389492,상의_white_cotton_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_숏팬츠_남성_여름_sporty
1374388272383573339,상의_black_polyester_피케/카라 티셔츠_남성_여름_sporty 하의_gray_cotton_숏팬츠_남성_여름_sporty 신발_blue_leather_스니커즈_남성_여름_sporty
1374392307326735740,상의_white_cotton_나시/민소매 티셔츠_남성_여름_sporty 하의_black_polyester_숏팬츠_남성_여름_sporty 신발_beige_leather_스니커즈_남성_여름_sporty
1374388516778325032,상의_green_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_숏팬츠_남성_여름_sporty 신발_white_polyester_스포츠화_남성_여름_sporty
1374392070610690652,상의_black_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_cotton_숏팬츠_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty
1319554359574633685,아우터_black_polyester_숏패딩/헤비 아우터_여성_겨울_sporty 아우터_black_cotton_카디건_여성_겨울_sporty 상의_pink_cotton_반소매 티셔츠_여성_겨울_sporty
1310826567050734033,아우터_gray_polyester_숏패딩/헤비 아우터_여성_겨울_sporty 상의_white_polyester_민소매 티셔츠_여성_겨울_sporty 하의_black_polyester_레깅스_여성_겨울_sporty 신발_black_polyester_스니커즈_여성_겨울_sporty
1290288710099423576,아우터_black_polyester_트레이닝 재킷_여성_가을_sporty 하의_black_cotton_트레이닝/조거 팬츠_여성_가을_sporty 신발_orange_leather_스니커즈_여성_가을_sporty
1290217188156530022,아우터_gray_polyester_나일론/코치 재킷_여성_가을_sporty 상의_white_cotton_긴소매 티셔츠_여성_가을_sporty 하의_brown_polyester_숏 팬츠_여성_가을_sporty 신발_white_polyester_스니커즈_여성_가을_sporty
1290198102290752955,아우터_black_polyester_트레이닝 재킷_여성_가을_sporty 상의_gray_cotton_긴소매 티셔츠_여성_가을_sporty 하의_purple_cotton_코튼 팬츠_여성_가을_sporty 신발_gray_leather_스니커즈_여성_가을_sporty
1288430921668251203,아우터_black_polyester_트레이닝 재킷_여성_가을_sporty 상의_white_cotton_민소매 티셔츠_여성_가을_sporty 하의_navy_polyester_레깅스_여성_가을_sporty 신발_white_polyester_스포츠화_여성_가을_sporty
1288365594470077976,아우터_green_polyester_나일론/코치 재킷_남성_가을_sporty 상의_black_polyester_반소매 티셔츠_남성_가을_sporty 하의_navy_polyester_숏 팬츠_남성_가을_sporty 신발_green_polyester_스포츠화_남성_가을_sporty
1288072482401364885,아우터_black_polyester_나일론/코치 재킷_남성_가을_sporty 하의_black_polyester_숏팬츠_남성_가을_sporty
1278714957401245570,아우터_black_leather_트레이닝 재킷_여성_여름_sporty 상의_white_cotton_민소매 티셔츠_여성_여름_sporty 하의_blue_polyester_트레이닝/조거 팬츠_여성_여름_sporty 신발_black_polyester_스니커즈_여성_여름_sporty
1278319833532821103,상의_blue_polyester_셔츠/블라우스_남성_가을_sporty 상의_white_cotton_반소매 티셔츠_남성_가을_sporty 하의_beige_cotton_코튼 팬츠_남성_가을_sporty 신발_gray_leather_스니커즈_남성_가을_sporty
1278715658502809481,아우터_blue_polyester_후드 집업_여성_가을_sporty 상의_black_cotton_민소매 티셔츠_여성_가을_sporty 하의_blue_polyester_트레이닝/조거 팬츠_여성_가을_sporty 신발_black_polyester_스니커즈_여성_가을_sporty
1278111542447901266,상의_gray_cotton_후드 티셔츠_남성_가을_sporty 상의_white_cotton_반소매 티셔츠_남성_가을_sporty 신발_white_polyester_스니커즈_남성_가을_sporty
1275455870442875067,상의_white_polyester_긴소매 티셔츠_남성_가을_sporty 하의_gray_cotton_숏 팬츠_남성_가을_sporty 신발_pink_polyester_스니커즈_남성_가을_sporty
1272888314599147697,상의_white_cotton_반소매 티셔츠_남성_여름_sporty 신발_navy_polyester_스니커즈_남성_여름_sporty
1272878327423543428,아우터_black_polyester_아노락 재킷_남성_여름_sporty 하의_gray_cotton_숏 팬츠_남성_여름_sporty
1272807118106108576,아우터_black_polyester_트레이닝 재킷_여성_여름_sporty 상의_white_polyester_브라탑_여성_여름_sporty 하의_black_polyester_레깅스_여성_여름_sporty 신발_black_polyester_스포츠화_여성_여름_sporty
1267752933109566931,상의_black_polyester_브라탑_여성_여름_sporty 하의_black_polyester_레깅스_여성_여름_sporty
1265241599189753222,아우터_blue_polyester_나일론/코치 재킷_남성_여름_sporty 상의_black_cotton_반소매 티셔츠_남성_여름_sporty 하의_gray_cotton_숏 팬츠_남성_여름_sporty 신발_gray_polyester_스니커즈_남성_여름_sporty 아우터_gray_polyester_나일론/코치 재킷_남성_여름_sporty 아우터_brown_polyester_나일론/코치 재킷_남성_여름_sporty 하의_black_cotton_트레이닝/조거 팬츠_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty 신발_green_leather_스니커즈_남성_여름_sporty 신발_white_leather_스니커즈_남성_여름_sporty
1265242284713274223,아우터_gray_polyester_나일론/코치 재킷_남성_여름_sporty 상의_black_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_숏팬츠_남성_여름_sporty 아우터_black_polyester_아노락 재킷_남성_여름_sporty 아우터_blue_polyester_나일론/코치 재킷_남성_여름_sporty 상의_white_polyester_반소매 티셔츠_남성_여름_sporty
1265199122500174314,상의_white_polyester_반소매 티셔츠_여성_여름_sporty 하의_white_polyester_숏팬츠_여성_여름_sporty 신발_gray_polyester_스포츠화_여성_여름_sporty 신발_blue_polyester_스포츠화_여성_여름_sporty 신발_green_polyester_스포츠화_여성_여름_sporty
1265240343315437056,아우터_white_polyester_나일론/코치 재킷_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty 아우터_gray_polyester_나일론/코치 재킷_남성_여름_sporty 아우터_black_polyester_나일론/코치 재킷_남성_여름_sporty 아우터_green_polyester_나일론/코치 재킷_남성_여름_sporty 아우터_beige_polyester_나일론/코치 재킷_남성_여름_sporty 아우터_gray_polyester_나일론/코치 재킷_남성_여름_sporty 아우터_blue_polyester_나일론/코치 재킷_남성_여름_sporty 상의_pink_cotton_니트/스웨터_남성_여름_sporty 상의_blue_cotton_니트/스웨터_남성_여름_sporty 하의_black_polyester_숏팬츠_남성_여름_sporty
1265243436643353019,상의_navy_polyester_반소매 티셔츠_남성_여름_sporty 하의_white_polyester_숏팬츠_남성_여름_sporty 신발_green_polyester_스포츠화_남성_여름_sporty
1265197355680783125,상의_navy_polyester_맨투맨/스웨트_여성_여름_sporty 하의_black_polyester_기타 바지_여성_여름_sporty 신발_white_polyester_스포츠화_여성_여름_sporty 상의_green_polyester_맨투맨/스웨트_여성_여름_sporty 상의_blue_polyester_맨투맨/스웨트_여성_여름_sporty 하의_navy_polyester_기타 바지_여성_여름_sporty
1265245008459421011,신발_black_polyester_스니커즈_남성_여름_sporty 상의_white_polyester_반소매 티셔츠_남성_여름_sporty 신발_green_polyester_스니커즈_남성_여름_sporty 신발_gray_polyester_스니커즈_남성_여름_sporty
1265242788981862019,상의_blue_polyester_맨투맨/스웨트_남성_여름_sporty 하의_navy_polyester_기타 바지_남성_여름_sporty 신발_white_polyester_스포츠화_남성_여름_sporty 상의_green_polyester_맨투맨/스웨트_남성_여름_sporty 상의_navy_polyester_맨투맨/스웨트_남성_여름_sporty 하의_black_polyester_기타 바지_남성_여름_sporty
1262737102151966198,상의_white_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_숏 팬츠_남성_여름_sporty
1257607643500683470,아우터_navy_polyester_카디건_여성_여름_sporty 아우터_pink_polyester_카디건_여성_여름_sporty
1244255868760521317,아우터_black_polyester_나일론/코치 재킷_남성_여름_sporty 하의_black_polyester_트레이닝 팬츠_남성_여름_sporty 상의_white_polyester_반소매 티셔츠_남성_여름_sporty 신발_blue_polyester_스니커즈_남성_여름_sporty
1244254197030004928,하의_black_cotton_코튼 팬츠_남성_여름_sporty 아우터_black_polyester_나일론/코치 재킷_남성_여름_sporty 상의_black_polyester_반소매 티셔츠_남성_여름_sporty
1244251673321579187,신발_beige_polyester_스포츠화_남성_여름_sporty 하의_black_polyester_숏 팬츠_남성_여름_sporty 상의_black_polyester_반소매 티셔츠_남성_여름_sporty 아우터_white_polyester_나일론/코치 재킷_남성_여름_sporty 하의_gray_polyester_숏 팬츠_남성_여름_sporty 하의_green_polyester_숏 팬츠_남성_여름_sporty
1243422455279286027,신발_beige_leather_부츠/워커_여성_여름_sporty 상의_white_polyester_반소매 티셔츠_여성_여름_sporty 하의_blue_denim_숏 팬츠_여성_여름_sporty 상의_green_cotton_민소매 티셔츠_여성_여름_sporty 상의_pink_polyester_반소매 티셔츠_여성_여름_sporty 신발_black_leather_부츠/워커_여성_여름_sporty 하의_blue_denim_숏 팬츠_여성_여름_sporty 상의_black_polyester_반소매 티셔츠_여성_여름_sporty
1241741670678775610,아우터_black_polyester_트레이닝 재킷_여성_여름_sporty 신발_green_polyester_스니커즈_여성_여름_sporty 상의_white_polyester_브라탑_여성_여름_sporty 하의_white_cotton_숏 팬츠_여성_여름_sporty 상의_blue_polyester_브라탑_여성_여름_sporty 상의_black_polyester_브라탑_여성_여름_sporty 하의_black_cotton_숏 팬츠_여성_여름_sporty 하의_white_cotton_숏 팬츠_여성_여름_sporty
1241249307485261426,아우터_gray_polyester_나일론/코치 재킷_여성_여름_sporty 아우터_black_polyester_나일론/코치 재킷_여성_여름_sporty 아우터_blue_polyester_나일론/코치 재킷_여성_여름_sporty 아우터_white_polyester_나일론/코치 재킷_여성_여름_sporty
1230709884949332067,아우터_white_polyester_나일론/코치 재킷_여성_봄_sporty 상의_black_polyester_반소매 티셔츠_여성_봄_sporty 하의_black_polyester_숏 팬츠_여성_봄_sporty
1230707311917373379,상의_black_cotton_반소매 티셔츠_여성_봄_sporty 아우터_green_cotton_카디건_여성_봄_sporty 하의_black_cotton_숏팬츠_여성_봄_sporty 신발_white_leather_스니커즈_여성_봄_sporty
1230705267846909750,아우터_black_polyester_나일론/코치 재킷_여성_봄_sporty 상의_white_polyester_브라탑_여성_봄_sporty 하의_black_cotton_트레이닝/조거 팬츠_여성_봄_sporty 신발_black_polyester_스포츠화_여성_봄_sporty
1230706702196545250,아우터_brown_polyester_나일론/코치 재킷_남성_봄_sporty 하의_black_cotton_숏팬츠_남성_봄_sporty 신발_white_leather_스니커즈_남성_봄_sporty
1230708140394233893,아우터_gray_cotton_후드 집업_남성_봄_sporty 상의_gray_cotton_긴소매 티셔츠_남성_봄_sporty 하의_black_polyester_트레이닝 팬츠_남성_봄_sporty 신발_white_polyester_스니커즈_남성_봄_sporty
1230777574344456633,아우터_white_cotton_트러커 재킷_남성_봄_sporty 아우터_black_polyester_베스트_남성_봄_sporty 상의_black_cotton_반소매 티셔츠_남성_봄_sporty 하의_beige_cotton_코튼 팬츠_남성_봄_sporty 신발_brown_leather_부츠/워커_남성_봄_sporty 아우터_black_cotton_트러커 재킷_남성_봄_sporty 상의_white_cotton_반소매 티셔츠_남성_봄_sporty 하의_black_cotton_코튼 팬츠_남성_봄_sporty
1230711016199261932,아우터_black_polyester_나일론/코치 재킷_남성_봄_sporty 상의_white_polyester_반소매 티셔츠_남성_봄_sporty 하의_black_polyester_트레이닝 팬츠_남성_봄_sporty 신발_black_polyester_스포츠화_남성_봄_sporty
1230776564490080643,아우터_beige_cotton_블루종/MA-1_여성_봄_sporty 상의_beige_cotton_긴소매 티셔츠_여성_봄_sporty 하의_gray_cotton_트레이닝/조거 팬츠_여성_봄_sporty
1230772027372001469,아우터_blue_cotton_후드 집업_여성_봄_sporty 상의_black_cotton_긴소매 티셔츠_여성_봄_sporty 하의_blue_cotton_트레이닝/조거 팬츠_여성_봄_sporty
1230900647397848211,상의_white_cotton_피케/카라 티셔츠_여성_봄_sporty 하의_brown_polyester_숏 팬츠_여성_봄_sporty 신발_green_leather_스니커즈_여성_봄_sporty 상의_pink_cotton_피케/카라 티셔츠_여성_봄_sporty 하의_black_polyester_숏 팬츠_여성_봄_sporty 하의_beige_cotton_숏 팬츠_여성_봄_sporty 신발_pink_leather_스니커즈_여성_봄_sporty 신발_green_leather_스니커즈_여성_봄_sporty 신발_pink_leather_스니커즈_여성_봄_sporty
1230705905294610892,아우터_gray_polyester_아노락 재킷_여성_봄_sporty 상의_black_polyester_반소매 티셔츠_여성_봄_sporty 하의_black_polyester_조거 팬츠_여성_봄_sporty 신발_white_leather_스니커즈_여성_봄_sporty
1230718030763236065,아우터_beige_polyester_나일론/코치 재킷_남성_겨울_sporty 상의_brown_wool_니트/스웨터_남성_겨울_sporty 하의_black_cotton_코튼 팬츠_남성_겨울_sporty 신발_black_leather_스니커즈_남성_겨울_sporty
1230707607977676357,아우터_black_polyester_패딩 베스트_여성_겨울_sporty 하의_green_polyester_숏 팬츠_여성_겨울_sporty 신발_black_polyester_스포츠화_여성_겨울_sporty
1230706120291601572,상의_black_cotton_후드 티셔츠_남성_겨울_sporty 신발_gray_polyester_스니커즈_남성_겨울_sporty
1230710769266541927,아우터_white_polyester_숏 패딩/숏 헤비 아우터_여성_겨울_sporty 신발_white_polyester_패딩/퍼 신발_여성_겨울_sporty
1230705291269479272,아우터_green_polyester_나일론/코치 재킷_여성_겨울_sporty 신발_brown_polyester_패딩/퍼 신발_여성_겨울_sporty
1230705622141343413,아우터_pink_polyester_아노락 재킷_남성_겨울_sporty 상의_brown_cotton_셔츠/블라우스_남성_겨울_sporty 하의_white_polyester_기타 바지_남성_겨울_sporty
1230706494335226502,아우터_gray_polyester_숏 패딩/숏 헤비 아우터_여성_겨울_sporty 상의_black_cotton_긴소매 티셔츠_여성_겨울_sporty
1230714316745949895,아우터_green_polyester_나일론/코치 재킷_남성_겨울_sporty 상의_white_cotton_긴소매 티셔츠_남성_겨울_sporty
1230710865701772781,아우터_beige_polyester_숏패딩/헤비 아우터_여성_겨울_sporty 상의_yellow_cotton_긴소매 티셔츠_여성_겨울_sporty 하의_black_polyester_오버롤_여성_겨울_sporty
1230705185393612641,아우터_brown_polyester_숏 패딩/숏 헤비 아우터_여성_겨울_sporty 하의_white_cotton_숏 팬츠_여성_겨울_sporty 신발_pink_leather_부츠/워커_여성_겨울_sporty
1230710866309946439,아우터_yellow_polyester_나일론/코치 재킷_남성_겨울_sporty 상의_black_polyester_니트/스웨터_남성_겨울_sporty
1230704595698687151,아우터_blue_polyester_숏 패딩/숏 헤비 아우터_남성_겨울_sporty 상의_white_cotton_긴소매 티셔츠_남성_겨울_sporty 하의_beige_polyester_오버롤_남성_겨울_sporty 신발_beige_polyester_패딩/퍼 신발_남성_겨울_sporty
1230705005595432382,하의_black_polyester_점프 슈트_남성_겨울_sporty 상의_white_cotton_긴소매 티셔츠_남성_겨울_sporty
1230717994985821414,아우터_green_polyester_숏 패딩/숏 헤비 아우터_남성_겨울_sporty 상의_black_polyester_후드 티셔츠_남성_겨울_sporty 하의_beige_polyester_기타 하의_남성_겨울_sporty
1230717325713316202,아우터_white_polyester_숏패딩/헤비 아우터_여성_겨울_sporty 상의_gray_cotton_니트/스웨터_여성_겨울_sporty 신발_gray_polyester_스니커즈_여성_겨울_sporty
1230711261073644660,아우터_pink_polyester_나일론/코치 재킷_여성_겨울_sporty 하의_white_cotton_트레이닝/조거 팬츠_여성_겨울_sporty 신발_gray_polyester_스포츠화_여성_겨울_sporty
1230714652097122375,아우터_brown_polyester_숏패딩/헤비 아우터_여성_겨울_sporty 아우터_beige_polyester_아노락 재킷_여성_겨울_sporty 하의_beige_cotton_조거 팬츠_여성_겨울_sporty 신발_black_leather_스포츠화_여성_겨울_sporty
1230705347197488477,아우터_navy_polyester_숏패딩/헤비 아우터_남성_겨울_sporty 상의_beige_polyester_기타 상의_남성_겨울_sporty 하의_black_polyester_트레이닝/조거 팬츠_남성_겨울_sporty 신발_black_polyester_스포츠화_남성_겨울_sporty
1230712367027721507,상의_green_cotton_긴소매 티셔츠_남성_가을_sporty 하의_beige_polyester_트레이닝/조거 팬츠_남성_가을_sporty 신발_white_leather_스니커즈_남성_가을_sporty
1230705857234698422,아우터_gray_polyester_블루종/MA-1_남성_가을_sporty 상의_black_polyester_긴소매 티셔츠_남성_가을_sporty 하의_black_cotton_트레이닝/조거 팬츠_남성_가을_sporty 신발_black_polyester_스포츠화_남성_가을_sporty
1230707644815089522,아우터_green_cotton_후드 집업_여성_가을_sporty 상의_pink_polyester_반소매 티셔츠_여성_가을_sporty 하의_black_polyester_레깅스_여성_가을_sporty 신발_white_polyester_스니커즈_여성_가을_sporty
1230718165685607054,아우터_black_wool_카디건_여성_가을_sporty 상의_white_cotton_니트/스웨터_여성_가을_sporty 신발_white_leather_스니커즈_여성_가을_sporty
1230710753147831853,아우터_black_wool_카디건_여성_가을_sporty 상의_white_cotton_니트/스웨터_여성_가을_sporty 신발_white_leather_스니커즈_여성_가을_sporty
1230708493623199002,아우터_blue_polyester_기타 아우터_남성_가을_sporty 하의_blue_polyester_기타 하의_남성_가을_sporty 신발_gray_polyester_스니커즈_남성_가을_sporty
1230717590545864024,아우터_white_polyester_트레이닝 재킷_남성_가을_sporty 상의_white_cotton_반소매 티셔츠_남성_가을_sporty
1230706441264698849,상의_purple_polyester_나시/민소매 티셔츠_여성_가을_sporty 신발_pink_leather_스포츠화_여성_가을_sporty
1230705139868638261,아우터_black_cotton_후드 집업_여성_가을_sporty 상의_navy_polyester_반소매 티셔츠_여성_가을_sporty 하의_beige_cotton_기타 하의_여성_가을_sporty 신발_white_leather_스니커즈_여성_가을_sporty
1230722085548855798,상의_white_polyester_반소매 티셔츠_여성_가을_sporty 하의_black_polyester_숏팬츠_여성_가을_sporty 신발_green_polyester_스포츠화_여성_가을_sporty
1230724592792209801,상의_white_polyester_반소매 티셔츠_여성_가을_sporty 하의_white_cotton_숏 팬츠_여성_가을_sporty 신발_brown_leather_스니커즈_여성_가을_sporty
1230727502249203248,상의_gray_polyester_긴소매 티셔츠_여성_가을_sporty 하의_black_cotton_기타 하의_여성_가을_sporty
1230712069634998277,상의_black_polyester_긴소매 티셔츠_여성_가을_sporty 하의_black_polyester_숏 팬츠_여성_가을_sporty 신발_green_leather_부츠/워커_여성_가을_sporty
1230717316196438842,상의_white_cotton_맨투맨/스웨트_남성_가을_sporty 하의_blue_denim_데님 팬츠_남성_가을_sporty
1230705141985810024,상의_white_cotton_긴소매 티셔츠_남성_가을_sporty 하의_gray_polyester_숏 팬츠_남성_가을_sporty 신발_beige_polyester_스포츠화_남성_가을_sporty
1230715099941407628,아우터_beige_polyester_숏 패딩/숏 헤비 아우터_여성_겨울_sporty 아우터_black_cotton_카디건_여성_겨울_sporty
1230714289277452734,아우터_gray_polyester_베스트_남성_여름_sporty 상의_white_cotton_반소매 티셔츠_남성_여름_sporty 하의_green_cotton_트레이닝/조거 팬츠_남성_여름_sporty
1230711451341522181,아우터_beige_polyester_나일론/코치 재킷_남성_여름_sporty 하의_green_polyester_숏 팬츠_남성_여름_sporty 신발_black_leather_스니커즈_남성_여름_sporty
1230711434424227167,상의_black_polyester_긴소매 티셔츠_남성_가을_sporty 하의_green_cotton_숏 팬츠_남성_가을_sporty 신발_black_leather_스니커즈_남성_가을_sporty
1230733412959077097,상의_black_polyester_긴소매 티셔츠_남성_가을_sporty 하의_black_cotton_기타 하의_남성_가을_sporty 신발_black_leather_스니커즈_남성_가을_sporty
1230708757774813136,상의_white_cotton_니트/스웨터_남성_여름_sporty 하의_brown_cotton_일자 팬츠_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1230705252774155558,상의_white_cotton_반소매 티셔츠_남성_여름_sporty 하의_black_cotton_기타 바지_남성_여름_sporty 신발_black_leather_스니커즈_남성_여름_sporty
1230712418391376454,아우터_white_cotton_카디건_남성_여름_sporty 하의_beige_cotton_기타 바지_남성_여름_sporty 신발_green_leather_구두_남성_여름_sporty
1230710210213412966,상의_navy_cotton_피케/카라 티셔츠_남성_여름_sporty 하의_white_cotton_조거 팬츠_남성_여름_sporty
1230707160662381314,상의_pink_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_일자 팬츠_남성_여름_sporty 신발_gray_polyester_스포츠화_남성_여름_sporty
1230717312417370168,상의_white_polyester_피케/카라 티셔츠_남성_여름_sporty 하의_green_cotton_일자 팬츠_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty
1230722503200872636,아우터_white_polyester_기타 점퍼/재킷_여성_여름_sporty 신발_green_leather_스니커즈_여성_여름_sporty
1230705117418193069,하의_navy_polyester_점프 슈트_여성_여름_sporty 신발_white_polyester_스니커즈_여성_여름_sporty
1230735985673846874,하의_navy_polyester_점프 슈트_여성_여름_sporty 신발_white_polyester_스니커즈_여성_여름_sporty
1230705606689528012,아우터_black_polyester_나일론/코치 재킷_여성_여름_sporty 신발_black_polyester_스니커즈_여성_여름_sporty
1230709393070721346,상의_beige_cotton_반소매 티셔츠_여성_여름_sporty 신발_black_leather_구두_여성_여름_sporty
1230717557385695576,상의_blue_cotton_셔츠/블라우스_남성_여름_sporty 하의_green_polyester_트레이닝/조거 팬츠_남성_여름_sporty 신발_gray_polyester_스포츠화_남성_여름_sporty
1230714513316200827,상의_black_cotton_셔츠/블라우스_남성_여름_sporty 하의_navy_polyester_숏 팬츠_남성_여름_sporty
1230707124319688793,하의_black_polyester_점프 슈트_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1230704938507539566,상의_green_cotton_셔츠/블라우스_남성_여름_sporty 하의_green_polyester_숏 팬츠_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1230711191194013608,아우터_brown_polyester_베스트_남성_여름_sporty 상의_yellow_cotton_니트/스웨터_남성_여름_sporty 하의_brown_polyester_트레이닝/조거 팬츠_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty
1230707160234563080,아우터_navy_polyester_나일론/코치 재킷_남성_여름_sporty 신발_navy_polyester_스포츠화_남성_여름_sporty
1230713612429828057,아우터_brown_cotton_베스트_남성_여름_sporty 상의_white_cotton_반소매 티셔츠_남성_여름_sporty 하의_black_cotton_숏 팬츠_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1230706872015524556,상의_white_cotton_피케/카라 티셔츠_여성_여름_sporty 신발_gray_leather_스니커즈_여성_여름_sporty
1230736707438070813,상의_brown_cotton_피케/카라 티셔츠_여성_여름_sporty 신발_pink_leather_스니커즈_여성_여름_sporty
1230705268847889771,상의_beige_cotton_반소매 티셔츠_여성_여름_sporty 신발_black_leather_구두_여성_여름_sporty
1230709392068280916,하의_yellow_polyester_트레이닝/조거 팬츠_여성_여름_sporty 신발_black_polyester_스포츠화_여성_여름_sporty
1230705114343770218,상의_white_cotton_니트/스웨터_여성_여름_sporty 신발_white_leather_스니커즈_여성_여름_sporty
1230714124399155359,상의_white_cotton_반소매 티셔츠_여성_여름_sporty 신발_black_polyester_스니커즈_여성_여름_sporty
1230704954421888350,상의_gray_cotton_반소매 티셔츠_남성_여름_sporty 하의_green_cotton_트레이닝/조거 팬츠_남성_여름_sporty 신발_black_polyester_샌들/슬리퍼_남성_여름_sporty
1230706414224021170,상의_white_cotton_반소매 티셔츠_여성_여름_sporty 신발_black_polyester_스니커즈_여성_여름_sporty
1230709526838201770,아우터_gray_polyester_베스트_남성_여름_sporty 하의_beige_cotton_기타 하의_남성_여름_sporty 신발_black_polyester_스포츠화_남성_여름_sporty
1230706844361528592,아우터_brown_cotton_베스트_남성_여름_sporty 상의_white_cotton_반소매 티셔츠_남성_여름_sporty 신발_black_polyester_스니커즈_남성_여름_sporty
1230704937299582478,상의_black_cotton_민소매 티셔츠_여성_여름_sporty 신발_black_polyester_스포츠화_여성_여름_sporty
1230728547163578360,하의_blue_denim_숏 팬츠_여성_여름_sporty 신발_white_leather_샌들/슬리퍼_여성_여름_sporty
1230709524661357383,아우터_black_polyester_베스트_남성_여름_sporty 하의_gray_polyester_기타 하의_남성_여름_sporty 신발_black_leather_스니커즈_남성_여름_sporty
1230716704881985598,상의_gray_cotton_반소매 티셔츠_여성_여름_sporty 신발_green_polyester_스니커즈_여성_여름_sporty
1230709506567127085,상의_blue_cotton_민소매 티셔츠_여성_여름_sporty 하의_white_polyester_숏 팬츠_여성_여름_sporty 신발_navy_polyester_스니커즈_여성_여름_sporty
1230707234926729734,상의_beige_polyester_셔츠/블라우스_남성_여름_sporty 신발_gray_polyester_샌들/슬리퍼_남성_여름_sporty
1230704550036457084,상의_black_polyester_반소매 티셔츠_남성_여름_sporty 하의_black_polyester_숏팬츠_남성_여름_sporty
1230712934984286452,상의_white_polyester_피케/카라 티셔츠_남성_여름_sporty 하의_green_cotton_숏팬츠_남성_여름_sporty 신발_black_leather_스포츠화_남성_여름_sporty
1230708827517490867,상의_yellow_polyester_피케/카라 티셔츠_남성_여름_sporty 하의_white_cotton_일자 팬츠_남성_여름_sporty 신발_gray_leather_스포츠화_남성_여름_sporty
1230726519393751335,하의_green_polyester_숏 팬츠_남성_여름_sporty 신발_black_polyester_샌들/슬리퍼_남성_여름_sporty
1230706051869919372,아우터_navy_cotton_베스트_남성_여름_sporty 신발_navy_polyester_샌들/슬리퍼_남성_여름_sporty
1230706576756546866,상의_green_cotton_셔츠/블라우스_남성_여름_sporty 하의_green_cotton_숏 팬츠_남성_여름_sporty 신발_black_leather_기타 신발용품_남성_여름_sporty 신발_black_leather_스포츠화_남성_여름_sporty
1230710082131953331,상의_black_cotton_반소매 티셔츠_남성_여름_sporty 하의_white_cotton_숏 팬츠_남성_여름_sporty
1230704728272248459,상의_black_polyester_민소매 티셔츠_남성_여름_sporty 신발_black_polyester_샌들/슬리퍼_남성_여름_sporty
1230706397409056942,하의_blue_polyester_레깅스_여성_여름_sporty 신발_black_polyester_스포츠화_여성_여름_sporty
1230708822838315658,상의_black_cotton_민소매 티셔츠_여성_여름_sporty 하의_black_polyester_숏 팬츠_여성_여름_sporty 신발_white_polyester_스니커즈_여성_여름_sporty
1230711538333915627,상의_beige_cotton_반소매 티셔츠_남성_여름_sporty 하의_green_cotton_숏 팬츠_남성_여름_sporty 신발_green_leather_기타 신발용품_남성_여름_sporty 신발_white_leather_스니커즈_남성_여름_sporty
1230717177394336119,상의_red_cotton_반소매 티셔츠_남성_여름_sporty 하의_gray_cotton_숏 팬츠_남성_여름_sporty
1230709480792921437,하의_blue_cotton_숏 팬츠_여성_여름_sporty 하의_blue_cotton_숏 팬츠_여성_여름_sporty 신발_gray_leather_샌들/슬리퍼_여성_여름_sporty
1230708821630354903,상의_white_polyester_반소매 티셔츠_남성_여름_sporty 하의_gray_polyester_트레이닝/조거 팬츠_남성_여름_sporty 신발_white_leather_스니커즈_남성_여름_sporty
1230705435248300596,상의_black_cotton_민소매 티셔츠_남성_여름_sporty 하의_black_cotton_기타 하의_남성_여름_sporty
